,Tweets
773,"چیئرمین پاکستان تحریک انصاف (پی ٹی آئی) عمران خان کا مینار پاکستان میں ہونے والے جلسے کی کامیابی پر لاہوریوں کا شکریہ
https://ara.tv/nnv88"
774,"Future plans of PTI government 
1. #InsafHealthCard for all
2. Ration funds for needy families 
3 interest free loans for youth 
4. House financing for salaried people 
5. Housing for street residents for free
  
#جلسہ_نہیں_ریفرینڈم_ہے"
775,"دو ہزار گرفتاری, تین ہزار چھاپے سینکڑوں اینٹی کرپشن اور FIA  نوٹسز پودا لاہور کنٹینرز سے بلاک تمام داخلی راستے بلاک اور پھر ہوا یہ جلسہ۔۔۔ شرم سے ڈوب مرو فسطائ سرکار"
776,"جب ایک قوم ظلم کیخلاف کھڑی نہیں ہوتی تو وہ غلام بن جاتی ہے۔ عمران خان 
 #حقیقی_آزادی_جلسہ"
777,"جب قوم کا شعور بیدار ہو جائے تو ان کے جنون کو رکاوٹوں سے نہیں روکا جا سکتا۔ عمران خان 
 #حقیقی_آزادی_جلسہ"
778,"زمانے کے انداز بدلے گئے !!!

#حقیقی_آزادی_جلسہ
#جلسہ_نہیں_ریفرینڈم_ہے"
779,"Dear all, let's come together as a family to discuss solutions against the crackdown of PTI Social Media & Workers at 9:30pm tonight. We will also discuss upcoming #LawyersConvention by Supreme Court Bar Association: 

Link: https://twitter.com/i/spaces/1djxXlMErQXxZ… 

#PakistanUnderFascism"
780,"I know each & everyone of these passionate Pakistanis

Whoever is threatening, abducting or raiding houses ILLEGALLY— has absolutely no idea of each of their resolve & commitment for the cause of Pakistan under Imran Khan

Good luck silencing #PTISMT = NEVER

#BehindYouPTISMT"
781,"ہر طرف جھوٹی افواہوں اورلفافےصحافیوں کا جھوٹا پرپیگینڈہ۔بھائی کا یوں اغوا ہونا کس اذیت سے دوچار کرتا ہے کاشPDMوالے اس دکھ کو محسوس کر سکتے""بے حس لوگ""میں نےعہد کیا ہے اب خان صاحب کو پہلے سے زیادہ followکریں گے۔جو ملوث ہے اس کا بدلہ اللہ ہی لے۔اِنَّ اللّٰهَ عَزِیْزٌ ذُو انْتِقَامٍؕ"
782,Some political parties have a history of threatening courts and judges. Nation stands with CJ Umar Atta Bandial for upholding the constitution of #Pakistan. #NationSupportsCJP
783,From Tehreek-e-Insaf to Tehreek-e-Pakistan. I'm not even exaggerating.
784,"I have heard many similar real stories. People crying in front of Kaaba shareef for Khan's safety & his return as PM. Also in Karbala, all people praying for khan in tears, k ehl e bait k sadqay khan ko Allah hifz o aman mei rakhay as my parents have been witnessing all this"
785,Update on Azhar Mashwani case #ReleaseAzharMashwani
786,پاکستان تحریک انصاف نے پنجاب میں انتخابات  ملتوی کرنے کا فیصلہ سپریم کورٹ میں باضابطہ طور پر چیلنج کر دیا
787,"جنون سے اور عشق سے ملتی ہے آزادی !!
Vc: 
@HannyaImtiaz
 & 
@HamzaImtiaz666
#StatesmanSpeech"
788,"پہلے اسلام آباد جعلی مقدمہ میں گرفتاری بعدازاں بیرسٹر 
@HniaziISF
 کو کوئٹہ اس مقدمہ میں گرفتار کیا گیا جس میں وہ نامزد ہی نہیں تھے آج وہاں کے جج نے انکی ضمانت منظور کرلی۔ اندازہ کرے ایک معروف وکیل حسان نیازی مسلسل فسطاطایت اور لاقانونیت کا سامنا کررہے ہے"
789,"PTI Chairman 
@ImranKhanPTI
 held a Zoom meeting with the US Doctors:"
790,اس وقت ایک ٹولہ حکومت پر قابض ہے جس کیساتھ نہ آئین ہے نہ عوام ساتھ ہے نہ جمہوریت کے تقاضے انکے ساتھ ہیں۔سعد رسول
791,"Our Social media team member from Karachi 
@ArshadSidiqi
 has gone missing. 
This morning he left his house for his workplace & there is no contact with him since then. 
Smells like another case of abduction on PTI activists."
792,"پی ٹی آئی سندھ سوشل میڈیا ٹیم کےسینئر ممبر 
@UbaidIntellect1
کے گھر پر غیر قانونی طورپر چھاپہ..!!!
عبید الرحمن گھرپرموجود نہیں تھےجس کے بنا پر عبید الرحمن کے بھائی کوغیر قانونی طور پر گرفتارکرلیا گیا،
اس وقت ملک مکمل طور پر لاقانونیت اور فسطائیت میں ڈوب چکا ہے
#PakistanUnderFascism"
793,"#جلسہ_نہیں_ریفرینڈم_ہے

""With what face did you, 
@betterpakistan
 turn up to beg for money last year from docs in US and how dare you turn  into a concentration camp!""

Overseas Pakistani 
@WaqasnawazMD
 slams PDM Govt Minister for latter's shameless mocking of doctors abroad."
794,"کل بروز ہفتہ، بعد از نماز تراویح مینار پاکستان ان شاء اللہ ایک بار پھر تاریخ رقم کرے گا۔ 

 #حقیقی_آزادی_جلسہ"
795,"Overseas Pakistanis, there is crackdown on social media users in Pakistan. I urge all of you to get your friends/ family who are not active on Twitter/ FB to join and actively start posting. I will convince at least five people to do so in the coming days. #PakistanUnderFascism"
796,اظہر مشوانی کا یہ گناہ ہے کہ وہ مڈل کلاس فیملی سے اپنے محنت کے بل اس مقام پہ پہنچا تھا میں آج سب سے یہ سوال کررہا ہوں کہ ہم دنیا کو کیا پیغام دے رہے ہیں کہ ہم اپنی شہریوں کو بھی تحفظ نہیں دے سکتے ؟
797,"Zinda Qoum  
#StatesmanSpeech"
798,"چیئرمین عمران خان کے اسلام آباد عدالت پیشی کے مناظر۔ 
Vc: 
@maryamishtiaq16
#PakistanUnderFasicsm"
799,"اظہر مشوانی کوئی دہشت گرد نہیں ، کوئی ڈاکو نہیں ، قوم کا پیسہ لوٹ کر این آر و نہیں لیا۔ ہاں یہ ضرور ہے کے ملک میں جو جبر اور فاشسم جاری ہے اُس پر کھل کر بات کرتا ہے۔ اور آج کل کے دور میں ملک لوٹنے سے یہ بڑا جرم ہے۔ 
@MashwaniAzhar"
800,Fascism reaching its peaks #PakistanUnderFascism
801,A cinematic shot from yesterday's jalsa.
802,"I call upon overseas Pakistanis in western countries please raise voice against illegal arrests and Custodial torture,name and Shame Shahbaz, Mariyam, Rana Sanaullah, Mohsin Naqvi, IG Usman Anwer ,CCPO Saddique And IG Islamabad,Demand HR bodies and MPs to cancel their Visas"
803,"تاریخ نے دیکھا پہلے یہاں پاکستان بنانے کی قرارداد منظور ہوئی تھی اور پاکستان بنا، آج پاکستان بچانے کی قرارداد منظور ہوگی اور ہم عمران خان کی قیادت میں پاکستان بچائیں گے۔ انشاء اللّٰہ
#حقیقی_آزادی_جلسہ"
804,شاہد حسین الحمدللّٰہ رہا ہو گئے، برطانوی سفارتخانے کا ایک فون کافی تھا، اظہر مشوانی، حسان نیازی اور درجنوں اور احمق تھے جو پاکستان کے شہری رہے واپس آگئے کہ پاکستان میں رہیں گے انھیں معلوم نہیں تھا پپاکستانیوں کی حیثیت کیا ہے - ریاست کے نزدیک پاکستانی ہونا غلام ہونا ہے
805,الحمداللہ  عمران خان زمان پارک پہنچ گے 
806,"آؤ دکھا دیں!
میدان سجا دیں!
#حقیقی_آزادی_جلسہ"
807,"Just passed by SC & only image came to mind was of 
@MashwaniAzhar
. Is there anyone in this state who can ensure his retrieval & safe return to family?
What is the point of such institutions of law & justice if they can't deliver what they are supposed to. #ReleaseAzharMashwani"
808,Using her position to ask for condemnation! Point is if she uses filthy language then she will get response in kind. The two Fitni Maryams have gone too far backed by their apologists & State trolls.
809,Silence of LHC CJ on such blatant violations amounts to violation of his oath
810,"جیلیں کم پڑ جائینگی۔
تھک جاوگے۔
22کروڑ ہیں کس کس کو پکڑوگے بزدلو؟

#چلو_چلو_مینار_پاکستان_چلو"
811,"""If liberty means anything at all, it means the right to tell people what they do not want to hear.""

George Orwell

#BehindYouPTISMT"
812,"دم مست قلندر مست مست! 
 #حقیقی_آزادی_جلسہ"
813,Shameful & illegal detention of PTI workers by fascist PDM Govt & brutal Mohsin Naqvi. Why are the judges of superior courts especially Chief Justice of Pakistan bystanders in this attack on the Constitution?! Who will protect the fundamental rights of PTI workers & supporters?
814,اظہر مشوانی کے اغواء کیخلاف آج لاہور پریس کلب کے باہر 3 بجے بھرپور احتجاجی مظاہرہ ہوگا۔ تمام لوگ اس مظاہرے میں بھرپور تعداد میں شرکت کریں۔ #ReleaseAzharMashwani
815,سپریم کورٹ میں الیکشن کمیشن کے پنجاب اسمبلی الیکشن ملتوی کرنے کے فیصلے کے خلاف پٹیشن جمع کروا دی گئی
816,"مینار پاکستان جلسہ گاہ میں بارش  کا دلکش منظر! کل بارش ہو آندھی ہو یا طوفان ہر بندہ پہنچے مینار پاکستان
 #حقیقی_آزادی_جلسہ"
817,"ایک ریاست دو دستور نا منظور نامنظور! اظہر مشوانی کو اغواء ہوئے تین دن سے زیادہ وقت ہوگیا تاحال وہ لاپتہ ہیں، آئیں ملک میں جاری اس فسطائیت ظلم و جبر کے خلاف مل کر آواز اٹھائیں ، جہاں بھی ہیں جس کیپسٹی میں ممکن ہو اپنا احتجاج ریکارڈ کروائیں 
#ReleaseAzharMashwani"
818,"ظلم کی قسمتِ ناکارہ و رسوا سے کہو
جبر کی حکمتِ پرکار کی ایما سے کہو
خون دیوانہ ہے دامن پہ لپک سکتا ہے
شعلہِ تُند ہے خرمن پہ لپک سکتا ہے
@MashwaniAzhar
Azhar bhi may god ease your path.

#ReleaseAzharMashwani"
819,"یا اللہ میرے روزوں کے صدقے میرے اس بھائی کی حفاظت فرما اسے ہر دکھ، درد، تکلیف سے محفوظ فرما اور میرے بھائی کو جلد از جلد اپنے پیاروں کے بیچ واپس آنے کی توفیق عطا فرما آمین ثم آمین 
#اظہر_مشوانی_رہا_کرو 
#AzharMashwani"
820,"Political Victimisation is on peak, 
@MashwaniAzhar
 has been abducted illegally from lahore, today is Youm e Jamhuria Pakistan & they are showing that our country is not for Jamhur!! 
Shameful! You won't be able to break us.
We will fight till last breath.

 #ReleaseAzharMashwani"
821,"آو عہد کریں کپتان کا ساتھ نہ چھوڑیں گے
#حقیقی_آزادی_جلسہ
Singer Bareena Nadeem"
822,"Future Prime Minister 
@ImranKhanPTI
 MAshAllah.
 Dear Fascists you have lost this battle. The people of Pakistan have nominated their leader. No amount of force or brutality can stop an idea whose time has come. This is the era of Imran Khan!!
#StatesmanSpeech"
823,"وہ سر جو ظلم کے آگے جھکا نہیں اور کٹنا پسند کیا،
وہ سر قیامت تک بلند رہے گا۔

نکلو اپنی آزادی کی خاطر"
824,"اب یہ ایک اور مزایحکہ خیز جے آئی ٹی بنارہے، جب میرے اوپر قاتلانہ حملہ ہوا اس وقت بھی ایک جے آئی ٹی بنی تھی اس جے آئی ٹی کا کیا بنا کس کو خوف ہے اس جے آئی ٹی سے؟ -
@ImranKhanPTI
 
#حقیقی_آزادی_جلسہ"
825,"8 مارچ کو ہم نے پرامن ریلی سے انتخابی مہم کا آغاز کرنا تھا لیکن انہوں نے بدترین ظلم و جبر کرکے عوام کو اشتعال دلانے کی کوشش کی۔ عمران خان 

 #حقیقی_آزادی_جلسہ"
826,"Imran Khan speech at Minar-e-Pakistan reflected the mind of a statesman who presents a coherent vision to liberate his nation from the endless crisis it is facing ! From Maryam duo & PMLN reaction panic is obvious! https://youtu.be/3JqkqmBBcsU via 
@YouTube"
827,"میرے حوصلوں کی اڑان سےFew lines I wrote  
تیری پستیاں ہیں ڈری ہوئی 
مجھے راستوں کا غم نہیں
مجھے منزلیں ہیں ملیں ہوئی! #StatesManSpeech"
828,"صدر مملکت کا وزیراعظم کو ایک آئینی دائرہ کار میں خط

اس خط کو سیاسی جماعت کی پریس ریلیز کہنا ایک گھٹیا  مزاق ہے

آئیں صدر کے خط کا موازنہ کرتے ہیں
@PresOfPakistan"
