,Tweets
799,رب العزت کی عظیم ترین تخلیق یعنی انسان جب گرتا ہے تو حیوانات تک کو پیچھے چھوڑ جاتا ہے۔ وہ وحشی جنہوں نے تشدد سے ہمارے ظلِ شاہ (علی بلال) کی جان لی، درندوں سےبھی بدتر ہیں۔ انہوں نےنفسیاتی طور پر مجہول اور دماغی خلل کےشکار ایک شخص کی نگرانی میں اعظم سواتی،شہباز گِل اور بہت سے
800,ہمارےدور میں شریفوں کیخلاف ہونےوالی کارروائیاں +انکی گرفتاریاں وغیرہ پانامہ انکشافات اورNABکے ان مقدمات کانتیجہ تھیں جن میں سے95%سےزائد ہمارےحکومت میں آنےسےپہلےقائم کئےگئے۔انکے ساتھ تو قید میں بھیVIPسلوک کیاگیا۔مگر انکاہدف NROتھاجسےمستردکیاگیا۔اسکےبرعکس یہ حراسگی، گرفتاریوں
801,"The vengeful manner in which Senator  Swati is being treated is shocking & condemnable. He was moved to PIMS early morning after suffering severe chest pains & breathing issues. While test results were awaited, Quetta police got him discharged & took him away endangering his life"
802,On 5 Aug 2019 Modi govt violated UN SC resolutions & int law by illegally revoking Special Status of IIOJK. Modi govt then moved to commit a war crime under Fourth Geneva Convention by altering demography of IIOJK. They assumed the moves would crush spirit of Kashmiri resistance
803,"LIVE | IMRAN KHAN JALSA IN #PESHAWAR

#PeshawarJalsa"
804,کریمینلز کیلئےلوٹ مار کےدروازےکھول دیے۔ یہ سال بہترین یوں تھا کہ اسی دوران میں نے اہلِ پاکستان کو ایک قوم کےسانچےمیں ڈھلتےدیکھا۔الیکشن کمیشن اور مقتدرہ کی مکمل پشتیبانی سے ملک کی تمام سیاسی جماعتوں کےیکجا ہوکرتحریک انصاف کیخلاف صف آراء ہونےکےباوجود تحریک انصاف غیرمعمولی
805,قومی آزادی و خودمختاری کےمیرے پیغام کو سمجھتے ہوئے اسکی حمایت میں کھڑی ہوچکی ہے۔ اب جبکہ ہم منزل کے اتنا قریب پہنچ چکے ہیں،کوئی خوف یا میری جان کو لاحق کوئی خطرہ میرےپاؤں کی زنجیر نہیں بن سکتا۔ہمارے ُپرامن احتجاج اور گفت و شُنید کا محور و مرکز صرف پاکستان کی حقیقی آزادی ہے۔
806,The sea of people along our March on the GT Road. For 6 months I have been witnessing a revolution taking over the country. Only question is will it be a soft one through the ballot box or a destructive one through bloodshed?
807,Today was a massive turnout led by PTI's KP leadership for the Jail Bharo tehreek. Congratulations to our KP PTI parliamentarians for leading from the front and to our workers for their janoon (passion) and commitment.
808,A great initiative by the PTI govt in Khyber Pukhtunkhwa.
809,پنجاب ہیلتھ کارڈ سکیم کو بلاک کیے جانے کی شدید مذمت کرتا ہوں جو عوام کی جمع پونجی چاٹ جانے والی جان لیوا مہنگائی کے ماحول میں عوام کی بھاری اکثریت کےلیے ایک بڑی نعمت تھی۔
810,مجھےیہ دیکھ کرخوشی ہےکہ ہمارے ووٹرزہرقسم کےدباؤ اور ہراساں کرنےکی(حکومتی)کوششوں کی مزاحمت کرتےہوئے بڑی تعدادمیں ووٹ ڈالنےکیلئےنکل رہےہیں۔میں چاہتاہوں کہ وہ سب لوگ،خصوصاًہماری خواتین جنہیں ابھی اپنا ووٹ ڈالناہے،وہ نکلیں اور ووٹ ڈالیں کیونکہ یہکی خودمختاری+حقیقی آزادی کاالیکشن ہے
811,"Strongly condemn fascist illegal abductions in shadows of late night of Aamad Yusuf & now Shahbaz Gill's assistant Izhaar's wife, who is now incarcerated in women police station. I want to ask our legal community are there no fundamental right anymore?"
812,میں نے پنجاب حکومت کو جنوبی پنجاب کے تباہ حال اور ضلع میانوالی کے متاثرہ علاقوں میں سیلاب زدگان کی فوری مدد کی ہدایت کی ہے۔اس کے ساتھ میں نےخیبر پختونخوا حکومت کو بھی بلوچستان میں سیلاب سےمتاثرہ آبادی کیلئے امدادی سامان کی فوری ترسیل کی ذمہ داری سونپی ہے۔
813,تیسری مدت کیلئے بھی چین کا صدر منتخب ہونے پر میں صدر شی جن پنگ کو دلی مبارکباد پیش کرتا ہوں۔
814,The nation will hold accountable all those responsible for regime change conspiracy & bringing Pakistan to this sorry state of affairs.
815,یہ آزادئ اظہار ہی پر کھلا حملہ نہیں بلکہ ڈیجیٹل میڈیا انڈسٹری پر بھی ایک کاری ضرب ہےجس سے بہت سے شہریوں کے روزگار پر زد پڑتی ہے۔ انہیں سمجھ لینا چاہئیے کہ چاہے جو مرضی کر لیں یہ عوام کی منشاء کو بالکل نہیں دبا سکتے جو کہ حقیقی آزادی ہے۔
816,"Our Quaid was right. Unlike a theft which is done by individuals, corruption is like a cancer that afflicts a nation & destroys it. It robs a country of development & prevents investment from coming in esp where country's ldrship is itself corrupt."
817,کل اتنی بڑی تعداد میں بےساختہ باہر نکلنے اور نہایت پرجوش انداز میں حمایت و یکجہتی کا مظاہرہ کرنے پر میں تمام لوگوں خصوصاً وکلاء کا مشکور ہوں۔
818,"Pak’s 1st central business district, 
@CBDPunjab
, will accommodate 100+ vertical developments adding 600b+ to country’s economy. To compliment futuristic vertical development, groundwork will commence Oct '22 on Lhr’s Main Blvd reshaping entire infrastructure of the vicinity."
819,"Today, Gujranwala: PTI leaders & workers came out in huge numbers for our Jail Bharo (court arrest) movement. Congratulations for breaking the chains of fear with your  junoon (passion) & commitment. Our teams are in place to maintain contact with those arrested & their families."
820,I dedicate this to Arshad Sharif who took a stand against injustice despite threats to his life.
821,لاہور ہائیکورٹ کل توہینِ عدالت کی ہماری درخواست پر سماعت کررہی ہے۔یہ نہایت اہم معاملہ ہے کیونکہ طاقتور حلقوں کیجانب سے عدالتی احکامات کی تعظیم کے مستقبل کا انحصار اسی فیصلے پر ہوگا۔جبر و ناانصافی کیخلاف پوری ہمت سےلڑنے کیلئےہم ہمیشہ آئین+قانون کی حکمرانی ہی پر کاربند رہیں گے۔
822,"Karachi SKMT construction progressing at a good pace and, inshaAllah, all set to be opened end of next year. It will be the biggest of all the SKMTs and equipped with the latest equipment."
823,The humiliation of being slaves; and why my parents generation always reminded us how lucky we were to be born in an independent country.
824,عدلیہ اسکانوٹس لے۔ARYکےنیوز ڈائریکٹر کو رات کے پچھلےپہرنہایت سفاکیت سےبغیر وارنٹ اسکے گھر سےاُچک لیاگیااورشیرخواربچی کی ایک ماں کومحض اس لئےکہ اسکاخاوند گِل کیلئےکام کرتا،غیرقانونی طور پر اٹھالیاگیا ۔لوگوں کو مجرموں کےگروہ کےسامنےسجدہ ریز کرنےکیلئےخوف کےماحول کوفروغ دیاجارہاہے۔
825,اب یہ واضح ہو چکاکہ تمام مقدمات میں عدالت سے ضمانت حاصل کرنےکےباوجود پی ڈی ایم حکومت مجھے گرفتار کرنا چاہتی ہے۔ ان کی تمام تر بدنیتی کے باجود میں عدالت میں پیشی کےلئےاسلام آباد جارہا ہوں کیونکہ قانون کی حکمرانی پر یقین رکھتا ہوں۔مگرمجرموں کے اس گروہ کی بدنیتی اور اصل عزائم کے
826,"انصاف اکیڈمی کےاجراءکے ذریعے PTI کا ایک اور وعدہ پورا کرنے پر پنجاب حکومت کو مبارک! پاکستان میں اپنی نوعیت کا یہ پہلا پورٹل ہےجو7,000سےزائد لیکچرز،کوئزز اور MCQs پرمشتمل ہے۔ اسکے ذریعے ہرگھرسکول بنے گا،اور نویں سے بارہویں جماعت کےطلبہ و طالبات کے لئےمفت تعلیم کا اہتمام ہوگا۔"
827,"وہ تمام لوگ جو جمہوریت اور آزادئ اظہار کےآئینی حق کےحامی ہیں وہ خوف وہراس پھیلانے اور تنقیدی آوازوں کا گلا گھونٹنے کیلئے 
@ImranRiazKhan
 کی گرفتاری اور 
@ayazamir
 سمیت صحافیوں اور دیگر کیخلاف جاری پرُ تشدد و انتقامی کارروائیوں پر صدائے احتجاج بلند کرنے کیلئے باہر نکلیں۔"
828,ہماری فوج کے بارے میں منفی تاثر ابھر رہا ہے کیونکہ موجودہ امپورٹڈسرکار کو تو محض کٹھ پتلی راج ہی کےطور پر دیکھا جاتاہے۔امید تو یہی تھی کہ نئی عسکری قیادت تحریک انصاف،میڈیااور ناقد صحافیوں کیخلاف پچھلے 8 ماہ سے جاری باجوہ کے فسطائی ہتھکنڈوں کےسلسلے سے خود کو الگ کر لےگی۔
