,Unnamed: 0,Tweets,Unnamed: 2,Unnamed: 3,Unnamed: 4
827,828,"Imran Niazi has always been about grandstanding & rhetoric. The nation is justified in asking him about his dismal performance in office both at the federal & provincial levels. Today's political, governance & economic challenges have their roots in his failed policies.",,,
828,829,PTI's disgusting smear campaign against Chief of the Army Staff General Asim Munir at the behest of Imran Niazi is deserving of the strongest condemnation. 1/2,,,
829,830,"Prime Minister of Pakistan @CMShehbaz departs by touching the feet of elder brother @NawazSharifMNS in traditional style.
Former Prime Minister Mian Nawaz Sharif kissed his brother's mouth and sent him away
Pakistan Prime Minister Shahbaz Sharif will return to Pakistan today",,,
830,831,Deeply saddened by the loss of 22 precious lives in an accident in Balochistan. We pray to Allah Almighty to give the deceased a place in His mercy and to give patience to their survivors.,,,
831,832,"The government is working on a priority basis to rehabilitate the flood victims and provide them with roofs this winter. I request all the philanthropists of the country to actively support the government. We must not leave our sisters, brothers, children and elders alone in this difficult time.",,,
832,833,Let me reiterate unequivocally: Pakistan is a responsible nuclear state and we are proud that our nuclear assets have the best safeguards as per IAEA requirements. We take these safety measures with the utmost seriousness. Let no one have any doubts.,,,
833,834,"The manner in which Marriyum Aurangzeb dealt with the harassment from the PTI supporters shows her grace. By her calm & honorable conduct, she exposed the ugly face of the harassers & their promoters. 

We are proud of her.",,,
834,835,"I extend my heartiest congratulations to the entire nation and overseas Pakistanis on the occasion of the historic Independence Day.

May the holy land rejoice",,,
835,836,We are working on several fronts to deal with the difficult situation created by the floods. The challenge is indeed huge but our determination to meet this challenge is even stronger. I appeal to the entire nation to step forward and help our suffering brothers and sisters.,,,
836,837,Deeply concerned at the emergence of one polio case in the country. Eradication of polio was a great achievement made possible through sustained efforts. Many polio workers lost their lives in this fight. I have convened a meeting of National Task Force on Polio for stock-take!,,,
837,838,"The government is working to diversify the energy mix by focusing on the development of indigenous sources of power generation such as hydropower, coal, & solar. Locally produced electricity will help reduce fuel import, bring down tariff & thus provide relief to the common man.",,,
838,839,"It is the grace of Allah Almighty that the Pakistani rupee has become the best performing world currency against the dollar. 3.9% increase in the value of rupee in 1 week, at the end of the week the dollar reached 219.92. Finance Minister Ishaq Dar's hard work is paying off, Imran Khan's ruined economy is coming back on track.",,,
839,840,"I extend my heartiest congratulations to H.E. President Xi Jinping, the government & people of China on the 25th anniversary of the return of Hong Kong to China. Hong Kong is the perfect example of the successful implementation of ""One country, two systems"".",,,
840,841,"COR network will serve as a platform to bring together top experts to serve the nation. For the first time in Pakistan’s history, we are looking for practical ways to partner with our best talent and collectivise our efforts to resolve key challenges faced by the country. 2/2",,,
841,842,"The Jammu & Kashmir dispute has been a battle of hope against overwhelming odds, of courage against fear & of sacrifice against tyranny. Today, we pay rich tributes to all the martyrs of IIOJK for their ultimate sacrifice & to their families for their resolve & courage.",,,
842,843,Morocco  - what a finish !!!,,,
843,844,The decision to ban the import of luxury goods will save valuable foreign exchange of the country. We will strictly follow austerity. Financially well-to-do people have to be an example in this national campaign to save financially challenged countrymen from the fire of inflation that the PTI government has ignited.,,,
844,845,"Indian PM’s staged visit to IIOJK & laying foundation stones of hydroelectric projects, in contravention of Indus Waters Treaty, is another desperate attempt to project false ‘normalcy’ in occupied territory. We stand with Kashmiris as they rejected the visit & observed Black Day",,,
845,846,No nation can ever be grateful enough to its martyrs for their supreme sacrifice of life. Visited the residence of Lt. Col. Laiq Baig Mirza Shaheed & met his family to pay tributes to him. Sacrifices of true patriots like him ensure that anti-Pakistan forces will never succeed.,,,
846,847,"China announced new measures to optimize its anti-pandemic policies, based on realities&changing conditions, which will coordinate the COVID-19 response&economic&social development, fostering new drivers for global development&bilateral cooperation.
https://thenews.com.pk/print/1026625-new-year-new-policy-new-opportunities…",,,
847,848,"Could it get more damning? The charade of self-proclaimed honesty & righteousness has been busted by the Financial Times story that details the flow of foreign funding into PTI bank accounts. Imran Niazi is a bunch of massive contradictions, lies & hypocrisy. 

Screaming facts!",,,
848,849,"At national flood emergency meeting today, we have approved the establishment of National Flood Response & Coordination Center to provide institutioanal response to the flood calamity. Led by PM, this Center will comprise federal ministers, reps of armed forces, CMs, & experts.",,,
